,Unnamed: 0,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
661,661,28,0,0,300000,5,0,0,0,0
662,662,26,1,1,500000,6,0,0,0,0
665,665,28,1,1,1250000,6,0,1,0,0
666,666,28,1,1,800000,5,0,0,0,0
667,667,26,1,1,1300000,4,1,0,1,0
668,668,33,0,1,1000000,5,0,1,0,0
669,669,26,1,1,600000,3,0,1,0,0
670,670,28,1,1,800000,4,1,0,0,0
671,671,29,1,1,1100000,3,1,0,0,0
672,672,27,0,1,1050000,2,1,0,0,0
674,674,27,0,1,850000,2,0,0,0,0
675,675,27,1,0,350000,3,0,0,0,0
676,676,29,1,1,1200000,7,1,0,0,0
677,677,27,1,0,450000,7,0,0,0,0
679,679,26,0,1,500000,5,0,0,0,0
681,681,28,1,1,1200000,4,0,0,0,0
683,683,28,1,1,750000,4,0,0,0,0
684,684,25,1,0,1150000,4,0,0,0,0
687,687,28,1,1,1150000,3,0,0,0,0
688,688,33,0,1,400000,5,1,0,0,0
689,689,27,0,1,500000,7,0,0,0,0
690,690,33,1,1,1400000,8,0,0,1,0
691,691,31,1,1,950000,3,0,1,0,0
692,692,31,0,0,300000,6,0,0,0,0
693,693,27,1,0,800000,5,1,0,0,0
695,695,28,1,1,1150000,7,0,0,0,0
696,696,32,0,1,350000,2,0,0,0,0
699,699,32,0,1,800000,3,1,1,0,0
702,702,28,1,1,500000,8,0,0,0,0
703,703,27,0,1,500000,6,0,0,0,0
705,705,27,0,1,850000,5,1,0,0,0
706,706,34,1,1,700000,4,0,0,0,0
707,707,28,1,1,550000,4,1,0,0,0
708,708,34,1,1,1000000,3,0,0,0,0
714,714,28,0,1,300000,4,0,0,0,0
715,715,28,1,1,1200000,5,0,0,0,0
717,717,28,1,1,800000,4,0,0,0,0
718,718,27,0,1,900000,4,0,0,0,0
719,719,34,1,0,1300000,4,0,0,0,0
720,720,27,0,1,850000,2,0,0,1,0
721,721,34,1,1,1050000,4,0,0,0,0
723,723,29,1,1,1050000,2,1,1,0,0
724,724,25,0,1,750000,3,0,0,0,0
728,728,28,1,1,1250000,6,0,0,1,0
729,729,27,1,0,600000,3,0,0,1,0
731,731,28,1,1,800000,5,0,0,0,0
732,732,30,1,0,800000,4,0,0,0,0
733,733,27,0,1,900000,4,0,1,0,0
735,735,28,0,1,300000,4,0,0,0,0
736,736,30,1,0,650000,7,0,0,0,0
738,738,28,1,1,800000,7,0,1,0,0
743,743,29,1,1,500000,6,0,0,0,0
744,744,29,1,1,1050000,5,1,0,1,0
745,745,28,0,1,600000,3,0,1,0,0
746,746,27,0,1,500000,3,1,0,0,0
748,748,28,1,1,650000,5,0,0,1,0
750,750,35,1,0,800000,4,0,0,0,0
753,753,33,0,1,1100000,4,1,0,0,0
754,754,32,0,1,850000,3,0,0,0,0
755,755,29,1,1,1200000,4,0,0,0,0
756,756,28,0,0,300000,6,0,0,0,0
757,757,27,0,1,500000,6,1,0,0,0
760,760,27,0,1,500000,4,1,0,0,0
762,762,28,1,1,800000,5,0,0,0,0
763,763,28,0,1,600000,4,1,0,0,0
764,764,27,0,1,500000,5,0,0,0,0
765,765,29,1,1,350000,4,0,0,0,0
766,766,34,1,1,700000,3,1,0,0,0
767,767,28,0,0,300000,6,0,0,0,0
769,769,30,1,0,800000,3,0,0,0,0
770,770,28,0,1,600000,5,0,0,0,0
772,772,35,1,0,950000,3,0,0,0,0
773,773,31,1,1,950000,6,0,0,0,0
774,774,28,1,1,800000,5,0,1,0,0
775,775,32,0,1,350000,3,0,0,0,0
777,777,27,0,1,500000,5,0,0,0,0
778,778,27,0,1,850000,6,0,0,0,0
780,780,31,0,1,400000,6,0,0,0,0
782,782,28,1,1,1200000,4,0,0,0,0
783,783,29,1,1,1100000,7,0,0,0,0
785,785,29,1,1,1200000,7,0,0,1,0
786,786,29,1,1,500000,2,0,0,0,0
787,787,34,1,1,1000000,4,0,0,0,0
788,788,34,1,1,500000,7,0,0,0,0
792,792,28,1,1,750000,6,0,1,0,0
794,794,26,0,1,500000,7,1,0,0,0
795,795,32,0,1,350000,3,0,0,0,0
796,796,28,0,1,300000,7,0,0,0,0
797,797,28,0,1,300000,4,0,0,0,0
799,799,31,0,1,1200000,3,0,0,0,0
800,800,31,0,1,1200000,6,0,0,0,0
803,803,29,1,1,1050000,7,1,0,0,0
804,804,27,1,0,350000,4,1,0,0,0
805,805,29,1,1,1050000,3,1,1,0,0
806,806,30,1,0,550000,5,0,0,0,0
810,810,29,1,1,600000,4,1,0,0,0
811,811,26,1,1,450000,3,0,0,0,0
812,812,33,0,1,1000000,4,1,0,0,0
813,813,30,1,0,550000,3,0,0,0,0
814,814,29,1,1,1050000,6,1,0,1,0
815,815,25,1,0,1700000,5,1,1,0,0
816,816,34,1,1,1050000,4,0,0,0,0
819,819,28,1,1,1150000,4,1,0,0,0
820,820,25,1,0,1150000,4,0,0,0,0
822,822,29,1,1,1200000,4,0,0,0,0
823,823,28,1,1,1200000,4,0,0,0,0
824,824,32,0,1,850000,4,0,0,0,0
826,826,28,1,1,1150000,3,0,1,0,0
829,829,26,1,1,600000,5,0,0,0,0
831,831,27,0,1,1050000,6,1,0,0,0
835,835,35,1,0,600000,9,0,0,0,0
837,837,29,1,1,1100000,7,0,1,0,0
838,838,29,1,1,1100000,5,0,1,0,0
842,842,29,1,1,1100000,3,0,0,0,0
843,843,29,1,1,600000,3,0,0,0,0
844,844,33,0,1,1100000,2,0,0,0,0
845,845,28,1,1,750000,3,1,0,0,0
846,846,28,1,1,700000,4,0,0,0,0
848,848,35,0,1,900000,6,1,0,0,0
849,849,34,0,1,1300000,4,0,0,0,0
850,850,32,0,1,850000,4,0,1,0,0
852,852,27,0,1,500000,3,1,0,0,0
853,853,31,0,1,400000,6,1,0,0,0
854,854,32,0,1,850000,3,1,0,0,0
855,855,26,1,1,500000,6,0,0,0,0
858,858,27,0,1,1050000,5,0,1,0,0
859,859,28,1,1,800000,4,0,0,0,0
860,860,34,1,1,1000000,4,1,0,0,0
862,862,28,0,1,300000,3,1,0,0,0
863,863,29,1,1,1100000,3,0,0,0,0
864,864,26,1,1,600000,6,0,1,0,0
867,867,33,1,1,750000,5,0,0,0,0
868,868,28,0,1,1200000,5,1,0,0,0
870,870,35,1,0,800000,2,0,0,1,0
871,871,25,1,0,1700000,5,1,1,1,0
872,872,27,1,0,1000000,3,0,0,0,0
874,874,28,1,1,550000,4,0,0,0,0
875,875,29,1,1,600000,3,1,0,0,0
876,876,28,1,1,800000,4,1,0,0,0
878,878,26,1,1,600000,4,0,0,0,0
880,880,28,1,1,750000,6,0,1,0,0
881,881,29,1,1,1200000,4,0,0,0,0
882,882,26,1,1,600000,4,1,0,0,0
885,885,32,0,1,350000,5,0,0,0,0
887,887,28,0,1,600000,4,0,0,0,0
888,888,28,1,1,1250000,6,1,0,0,0
889,889,35,1,0,800000,3,1,0,0,0
891,891,29,1,1,1050000,5,1,0,0,0
892,892,29,1,1,1050000,4,0,0,0,0
893,893,31,0,1,400000,2,0,0,0,0
896,896,33,0,1,600000,4,0,0,0,0
897,897,31,0,1,1300000,5,1,0,0,0
898,898,31,0,1,1300000,5,0,0,0,0
901,901,33,0,1,700000,2,0,0,0,0
903,903,28,0,1,600000,4,0,0,0,0
904,904,28,0,1,300000,6,0,0,0,0
905,905,28,1,1,550000,6,0,0,1,0
906,906,34,0,1,1300000,5,1,0,0,0
908,908,34,1,1,1300000,3,0,0,1,0
910,910,34,0,1,1300000,4,0,0,0,0
911,911,27,0,1,1050000,5,0,1,0,0
914,914,32,0,1,800000,6,1,0,0,0
915,915,28,0,1,600000,2,0,1,0,0
917,917,28,0,1,300000,6,0,0,0,0
920,920,32,0,1,650000,5,0,0,0,0
921,921,33,0,1,400000,4,0,0,0,0
922,922,29,1,1,900000,4,0,0,0,0
923,923,28,1,1,1100000,4,1,1,0,0
924,924,31,0,1,400000,6,0,0,0,0
925,925,30,1,0,800000,3,0,0,0,0
931,931,28,0,1,1200000,6,1,0,0,0
933,933,28,0,1,600000,5,0,0,1,0
934,934,28,1,1,800000,5,0,1,0,0
936,936,33,0,1,800000,3,0,0,0,0
937,937,28,1,1,1250000,4,0,0,0,0
941,941,34,1,1,1000000,5,0,0,0,0
942,942,25,1,1,500000,6,0,0,0,0
943,943,29,1,1,1200000,5,1,0,0,0
944,944,33,0,1,600000,3,0,0,0,0
945,945,28,1,1,1200000,9,0,0,0,0
947,947,35,1,0,800000,5,0,0,0,0
948,948,29,1,1,500000,5,0,0,0,0
950,950,28,1,1,550000,5,0,0,0,0
953,953,29,1,1,1750000,6,0,0,0,0
954,954,34,1,1,1000000,5,1,1,0,0
957,957,28,1,1,500000,5,1,0,0,0
958,958,27,1,0,350000,5,1,0,0,0
959,959,31,1,1,500000,6,0,0,0,0
961,961,28,0,0,300000,6,1,0,0,0
962,962,33,0,1,1000000,5,0,0,0,0
965,965,25,1,0,1150000,8,0,1,0,0
967,967,29,1,1,900000,5,0,0,0,0
968,968,31,1,1,1250000,5,1,0,0,0
969,969,31,1,1,900000,3,0,0,0,0
970,970,27,1,0,450000,7,0,0,0,0
972,972,28,1,1,1200000,3,0,0,0,0
976,976,26,1,1,1300000,5,0,0,0,0
978,978,32,0,1,900000,4,0,1,0,0
979,979,30,1,0,650000,4,0,0,0,0
980,980,28,0,1,300000,8,0,0,0,0
981,981,27,0,1,750000,3,0,0,0,0
982,982,27,0,1,850000,5,0,0,0,0
984,984,28,1,1,550000,5,1,0,0,0
988,988,31,1,1,1750000,7,0,0,0,0
992,992,28,1,1,1100000,4,1,0,0,0
993,993,34,1,1,700000,2,0,1,0,0
994,994,28,1,1,550000,6,1,0,0,0
995,995,27,0,1,850000,5,0,0,0,0
997,997,28,1,1,700000,4,1,0,0,0
1000,1000,28,0,1,300000,4,0,0,0,0
1002,1002,29,1,1,500000,8,0,0,0,0
1003,1003,31,1,1,1250000,5,1,0,0,0
1004,1004,31,0,0,400000,4,1,0,0,0
1005,1005,27,1,0,350000,4,0,0,0,0
1006,1006,28,1,1,1100000,6,0,0,0,0
1010,1010,27,0,1,500000,8,0,0,0,0
1012,1012,29,1,1,1200000,5,0,0,0,0
1013,1013,25,1,0,600000,4,0,1,0,0
1016,1016,29,1,1,350000,9,1,0,0,0
1017,1017,28,0,1,300000,3,1,0,0,0
1018,1018,31,0,1,400000,7,0,0,0,0
1020,1020,25,1,0,1150000,4,0,0,0,0
1022,1022,27,0,1,850000,5,0,1,0,0
1026,1026,28,1,1,700000,4,0,0,0,0
1027,1027,25,1,0,1150000,5,0,1,0,0
1028,1028,25,1,0,1150000,3,1,0,0,0
1029,1029,31,0,0,300000,3,0,0,0,0
1030,1030,34,1,1,1000000,3,1,0,0,0
1031,1031,29,1,1,1200000,9,0,0,0,0
1033,1033,31,1,1,1250000,4,0,0,0,0
1035,1035,34,1,1,1300000,3,0,0,0,0
1036,1036,28,1,1,750000,5,0,0,0,0
1039,1039,28,1,1,800000,3,1,0,0,0
1041,1041,26,1,1,500000,2,1,0,0,0
1042,1042,31,1,1,500000,2,0,0,0,0
1043,1043,30,1,0,500000,8,0,0,0,0
1045,1045,28,1,1,1100000,4,1,0,0,0
1046,1046,33,0,1,400000,5,1,0,0,0
1048,1048,25,1,1,500000,5,1,0,0,0
1049,1049,29,1,1,900000,7,0,0,0,0
1050,1050,33,0,1,1100000,2,1,0,1,0
1051,1051,25,1,0,600000,4,0,1,1,0
1052,1052,29,1,1,1200000,7,1,0,0,0
1054,1054,31,0,1,400000,5,0,0,0,0
1056,1056,31,0,1,1300000,4,0,0,0,0
1057,1057,28,1,1,700000,6,1,0,0,0
1058,1058,27,0,1,900000,6,0,1,1,0
1059,1059,32,0,1,350000,4,0,0,0,0
1060,1060,35,1,0,950000,5,1,0,0,0
1061,1061,31,0,1,400000,3,0,0,0,0
1062,1062,32,0,1,650000,4,0,0,0,0
1063,1063,28,1,1,1200000,6,0,0,0,0
1064,1064,29,1,1,1200000,5,0,0,0,0
1065,1065,28,0,0,300000,7,1,0,0,0
1069,1069,28,1,1,800000,4,1,0,0,0
1070,1070,33,0,1,800000,5,1,0,0,0
1071,1071,27,0,1,750000,8,0,0,0,0
1072,1072,31,0,1,400000,6,0,0,0,0
1073,1073,28,1,1,500000,7,0,0,0,0
1074,1074,34,1,1,1500000,5,1,1,1,0
1075,1075,32,0,1,650000,5,0,1,0,0
1077,1077,27,0,1,1050000,4,0,0,0,0
1078,1078,31,0,0,300000,3,0,0,0,0
1079,1079,34,1,1,1000000,3,0,0,0,0
1080,1080,28,1,1,700000,7,0,0,0,0
1082,1082,29,1,1,1200000,8,1,0,0,0
1083,1083,25,1,0,1150000,8,0,0,0,0
1084,1084,29,1,1,1050000,4,0,0,0,0
1085,1085,28,1,1,1250000,7,0,0,0,0
1086,1086,28,0,1,300000,3,0,0,0,0
1087,1087,31,0,1,1200000,7,1,0,0,0
1088,1088,28,1,1,1250000,9,1,0,0,0
1089,1089,26,1,1,500000,3,0,0,0,0
1090,1090,29,1,1,1100000,5,1,0,0,0
